CookerStat, GenerateAssetRegistry=0.026759, Initialize=0.141691, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
SavePackageTransactionIdB9902465422DEE874BBE968F4E12389D_0, Filename=../../../../../../Users/owen/Documents/GitHub/SpaceFPS/Content/Levels/AssetTestingField.umap, AutoPackageBackupDelegate=0.229616, FlushAsyncLoading=0.004075, FlushStreamingFunc=0.055812, BlockTillAllRequestsFinished=0.003822, ResetLoadersForSaveUnMarkAllObjects=0.538230, TagPackageExports=0.079513, BeginCacheForCookedPlatformData=0.001017, SerializeImports=0.929929, GatherLocalizableTextData=0.626150, MarkNames=0.010703, SerializeSummary=0.016056, SerializeNames=0.065494, SerializeGatherableTextData=0.001531, BuildExportMap=0.031345, SortExportsNonSeekfree=0.022426, SortExportsSeekfreeConstructor=0.074416, SortExportsSeekfreeInner=4.328530, SortExportsSeekfree=0.002291, BuildDependencyMap=0.015546, SerializeImportMap=0.009429, SerializeExportMap=0.007134, SerializeDependencyMap=0.002038, SerializeStringAssetReferenceMap=0.001784, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.417180, SerializeExports=0.545621, SerializeBulkData=0.012234, MoveFile=3.870830, UnaccountedTime=1.538496, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
SavePackageTransactionIdB9902465422DEE874BBE968F4E12389D_1, Filename=../../../../../../Users/owen/Documents/GitHub/SpaceFPS/Content/Levels/AssetTestingField.umap, AutoPackageBackupDelegate=4.604272, FlushAsyncLoading=0.004586, FlushStreamingFunc=0.054281, BlockTillAllRequestsFinished=0.003569, ResetLoadersForSaveUnMarkAllObjects=0.737518, TagPackageExports=0.112895, BeginCacheForCookedPlatformData=0.001021, SerializeImports=0.917949, GatherLocalizableTextData=1.259949, MarkNames=0.017077, SerializeSummary=0.012230, SerializeNames=0.076964, SerializeGatherableTextData=0.001527, BuildExportMap=0.045620, SortExportsNonSeekfree=0.024211, SortExportsSeekfreeConstructor=0.066258, SortExportsSeekfreeInner=5.454943, SortExportsSeekfree=0.003569, BuildDependencyMap=0.016820, SerializeImportMap=0.008922, SerializeExportMap=0.008408, SerializeDependencyMap=0.118759, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.513002, SerializeExports=0.802506, SerializeBulkData=0.004075, MoveFile=1.573920, UnaccountedTime=1.547668, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
MaterialTransactionIdC0AD4E854CDF83C55B57B28E8682A60C_0, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ34EAB657145071353BB920785EE6EE105_Num_SM5__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000064000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210440444444232341414141414141414141414121301214141414141414140443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444442500000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000008000000080000000800000008000000080000000800000049000000100000000900000008000000100000001000000010000000260000001800000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000008000000080000000800000008000000080000000800000013000000100000000A0000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=3088.945557, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId8D26346245B7B0D8ECDF10801E30F166_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_DA__6D4ABB4CCB2B489FBE3C8575FE09E9FDF1AC9EA1, StartTime=2016.04.02-12.28.53, HierarchicalDDC=, DataSize=44817, Duration=3.819350, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B2C52F474B0B3BAE517131890E3C55B__66D3186159DE09E85A91D1622ED5C5931B7B4E5C, StartTime=2016.04.02-12.28.53, HierarchicalDDC=, DataSize=11524, Duration=3.386117, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6E0F001A4FFD792700A584BB71FEDEA__2C3B3061611191FECB144D5B040DB86BBCA610C6, StartTime=2016.04.02-12.28.53, HierarchicalDDC=, DataSize=13598, Duration=3.429949, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId3F7FD8A4454D4672940252911DF861B4_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_EE__E2E1FCDFA061C82761162E313FA0579E9300F518, StartTime=2016.04.02-12.28.53, HierarchicalDDC=, DataSize=28173, Duration=3.754877, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId8D26346245B7B0D8ECDF10801E30F166_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0697ECC1415B824525835FBB7E8A516__2C990E95EC8C4BC1C978976AB5A50FB7D40AA1F9, StartTime=2016.04.02-12.28.53, HierarchicalDDC=, DataSize=6374, Duration=3.939129, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId3F7FD8A4454D4672940252911DF861B4_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B48FD7724E79A236C544A286BABA7C8__C7DE22D3C0769D0786785E519C512A15E37A57CD, StartTime=2016.04.02-12.28.53, HierarchicalDDC=, DataSize=8448, Duration=3.275771, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_80A3FCB74B6C5493955D27BE4E7D049__D7D66B773207CEC894ECFDE09879565578D5A375, StartTime=2016.04.02-12.28.54, HierarchicalDDC=, DataSize=4108, Duration=4.067570, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId3F7FD8A4454D4672940252911DF861B4_2, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_AB__7CDBDB6617C4D9436CEAD907D0DA2EDD88E6CA3D, StartTime=2016.04.02-12.28.54, HierarchicalDDC=, DataSize=19081, Duration=2.564501, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_13B8C21848801127BA79B980D739386__F7C91609F835364C86001A9775CF1725BDBECADE, StartTime=2016.04.02-12.28.54, HierarchicalDDC=, DataSize=6182, Duration=3.210276, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_4, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_C7__368E40FD3F6A642C9BACEDC5DA4B8D6EEA19D261, StartTime=2016.04.02-12.28.54, HierarchicalDDC=, DataSize=13793, Duration=2.614703, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId8D26346245B7B0D8ECDF10801E30F166_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9DA4D4B7410713097FB2CAA333D356B__1BC60CFB580F04D171CADDF315B0AD5D1C603F91, StartTime=2016.04.02-12.28.54, HierarchicalDDC=, DataSize=3192, Duration=2.713073, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_5, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4C1C887D4F4B2318E031058B61560C0__D530BA225B85655D5DDF64904C9F714A357B306C, StartTime=2016.04.02-12.28.54, HierarchicalDDC=, DataSize=5266, Duration=3.799729, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_6, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__1DA9F81F113FCE097C4FCC6C143E7A714F49EED5, StartTime=2016.04.02-12.28.56, HierarchicalDDC=, DataSize=98648, Duration=2.389930, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId3F7FD8A4454D4672940252911DF861B4_3, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_DA__C965E00591F9F8D63F96E6D73F5A27317DDC765A, StartTime=2016.04.02-12.30.03, HierarchicalDDC=, DataSize=69061, Duration=2.774235, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId8D26346245B7B0D8ECDF10801E30F166_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_04AFE25148EDA22C0744CDB0045C97F__31E5381A8C830C3852D93CC78F8B4E3ACA33A5E8, StartTime=2016.04.02-12.30.03, HierarchicalDDC=, DataSize=2668, Duration=2.606295, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_7, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_40841FC94A10CDAFEAC61BA70C3CD2C__31576E9B1752D97092FAD5F0E7ABD846157CA16B, StartTime=2016.04.02-12.30.04, HierarchicalDDC=, DataSize=13804, Duration=1.858324, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId3F7FD8A4454D4672940252911DF861B4_4, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C96D4C1A407C96D6511C788B2B9B529__CDE867582A4A0D2C1D80171A7A3B4956BC1C665F, StartTime=2016.04.02-12.30.04, HierarchicalDDC=, DataSize=13804, Duration=2.685040, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_8, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_DA__AE6EB744F745D96DA5D706FB735DDDAA42CE8593, StartTime=2016.04.02-12.30.30, HierarchicalDDC=, DataSize=85581, Duration=2.791822, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId3F7FD8A4454D4672940252911DF861B4_5, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DBB24AA641255083715D2EA2F8BFBD9__E2DD170AE3A1E0641CE202A45D0B792136EA8BD8, StartTime=2016.04.02-12.30.30, HierarchicalDDC=, DataSize=2874, Duration=2.237532, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId8D26346245B7B0D8ECDF10801E30F166_4, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3958CCEB4ADDFD77457C18A9024DDAD__075C235E6D3B05D84D7E464592C332FE2AD90A19, StartTime=2016.04.02-12.30.30, HierarchicalDDC=, DataSize=14010, Duration=1.727846, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_9, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_28C4175F46A9018D628B839DBD3CAC8__220633E4F3B116191CF456EF63F7F133F2A0ADA1, StartTime=2016.04.02-12.30.30, HierarchicalDDC=, DataSize=14010, Duration=1.994923, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_10, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_DA__3CDDAB1F9C7443E5076F4B42AAAD878A4CE0260E, StartTime=2016.04.02-12.30.41, HierarchicalDDC=, DataSize=97245, Duration=2.222244, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId3F7FD8A4454D4672940252911DF861B4_6, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_444292FB497AD0666D04CCBA898E8D7__767372788D11E79968A94A5FB7D6F075BEAE1DEB, StartTime=2016.04.02-12.30.41, HierarchicalDDC=, DataSize=3080, Duration=1.793340, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId8D26346245B7B0D8ECDF10801E30F166_5, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_EFDDAF6C413B4D3887270288FEB0216__F538EE0082A8DBE551C86F1F81B0EB730B8E18D9, StartTime=2016.04.02-12.30.41, HierarchicalDDC=, DataSize=14216, Duration=2.432235, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionIdFF7251D74D99AAE8C2D5318DCED2896E_11, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_84FAD25E447400BB6C3760877801135__6DD6AAEDBF37A854594F86FA351BBF85F92B0CB9, StartTime=2016.04.02-12.30.41, HierarchicalDDC=, DataSize=14216, Duration=2.295382, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
DDCTransactionId8D26346245B7B0D8ECDF10801E30F166_6, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_78BEAEC74D1472F8CA33E2A7B887D0F__38F51641428BBE0212E32484E4854AC72159A2AC, StartTime=2016.04.02-12.31.19, HierarchicalDDC=, DataSize=14216, Duration=2.089724, RunGuid=RunIDF704BF254DD9B92FBEB171B20E4CB063
